,class,Message
2667,ham,de looking good
2668,spam,want get laid nite want real dogging locations sent direct mobile join uks largest dogging network txt park nyt eca lp message
2669,spam,tried contact response offer new nokia fone camcorder hit reply call delivery
2670,ham,yes replied mail going management office later plus bank later alsoor wednesday
2671,ham,cool ill come like ltgt ish
2672,ham,super message danalla timing
2673,ham,good afternoon boytoy feeling today better hope good boy obedient slave please queen
2674,ham,ft good combination
2675,ham,sick needy want pouts stomps feet pouts stomps feet want slave want
2676,ham,train back northampton afraid
2677,ham,abj serving staying dad alone
2678,ham,playng doors game racing phone lol
2679,spam,new tones week include mcflyall ab sara jorgeshock smithswitch order follow instructions next message
2681,ham,da bus going home
2682,ham,got call landline number asked come anna nagar go afternoon
2683,ham,okay chasing dream good next
2684,ham,yupz oredi booked slots weekends liao
2685,spam,urgent trying contact todays draw shows prize guaranteed call land line claim c valid hrs
2686,ham,r many modelsony ericson also der ltgt luks good bt forgot modl
2688,ham,yes know cheesy songs frosty snowman
2689,ham,ya ok vikky vl c witin ltgt mins il reply
2690,spam,sports fans get latest sports news str mobile wk free plus free tone txt sport wwwgetzedcouk norm txtp
2691,ham,hey tomorrow meet bugis
2692,spam,urgent urgent free flights europe give away call b th sept take friend free call claim bannfwflyppm
2693,ham,nice new shirts thing wear nudist themed mu
2694,ham,hey sexy buns day word morning ym think
2695,ham,whenever see still hook
2696,ham,nope going home go pump petrol lor like going rain soon
2697,ham,use foreign stamps whatever send
2698,spam,lost help
2699,ham,oh baby house come new pictures facebook
2700,ham,feb ltgt love day send dis valued frnds evn comes back ull married person love ignore dis lose love evr
2701,ham,hiya sorry hav signal seen heard neither unusual ill put case get sort hugs snogs
2702,ham,omw back tampa west palm hear happened
2703,ham,yup already thanx printing n handing
2704,spam,freemsg fancy flirt reply date join uks fastest growing mobile dating service msgs rcvd p optout txt stop reply date
2705,ham,mean come chase stated watch many movies want
2706,ham,took tablets reaction morning
2707,spam,great new offer double mins double txt best orange tariffs get latest camera phones free call mobileupd free stoptxt tcs
2708,ham,nah perpetual dd
2709,ham,sorry de went shop
2710,spam,hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk
2712,ham,hey still want go yogasana coz end cine go bathe hav steam bath
2713,ham,nope drivin neva develop da photos lei
2714,ham,thinking going reg pract lessons flung advance haha wat time going
2715,ham,cool ltgt inches long hope like big
2716,ham,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closed including post officeunderstand
2717,ham,okie thanx
2719,ham,go n buy juz buy get lar
2721,ham,working technical support voice process
2722,ham,justbeen overa week since broke already brains going mush
2723,ham,tunde wishing great day abiola
2724,ham,nope c
2725,ham,well medical missions nigeria
2726,ham,movies laptop
2728,spam,urgent please call landline cash luxury canary islands holiday await collection tcs sae award maq ppm
2729,spam,urgent please call landline complimentary lux costa del sol holiday cash await collection ppm sae tcs james ehrr
2730,ham,lei next mon
2731,ham,mm feeling sleepy today shall get dear
2732,ham,dare stupid tell anything hear talk
2733,ham,noe ben going
2734,ham,mag meeting avo point
2735,ham,meant middle left right
2736,ham,really crashed cuddled sofa
2737,ham,hi chachi tried calling unable reach pl give missed cal c tiz message kanagu
2738,ham,sent prices mean ltgt g
2740,ham,nothing
2742,ham,working ringing thing whole houseful screaming brats pulling hair loving
2743,ham,family responding anything room went home diwali one called coming makes feel like died
2744,ham,tick tick tick babe
2745,ham,going todays meeting
2746,ham,k dahow many page want
2747,ham,ya nowonion roast
2748,ham,send number give reply tomorrow morning said like ok
2749,ham,said problem let know
2750,ham,ok tell half hr b come need prepare
2751,ham,play w computer aiyah tok lor
2752,ham,sat right okay thanks
2753,ham,derp worse dude always wants party dude files complaint three drug abusers lives
2754,ham,ok chinese food way get fat paying lipo
2755,ham,r outside already
2756,ham,good trip watch remember get back must decide easter
2757,ham,yo watching movie netflix
2758,ham,time im prob
2759,ham,meh thgt clash really ah dun mind dun seen lost weight gee
2762,ham,arr birthday today wish get oscar
2764,ham,open rebtel firefox loads put plus sign user name place show two numbers lower number number pick number pin display okay
2765,ham,picking various points
2766,spam,married local women looking discreet action real matches instantly phone text match message cost p stop txt stop bcmsfwcnxx
2767,ham,wow v v impressed funs shopping
2768,ham,way home
2769,spam,burger king want play footy top stadium get burger king st sept go large super cocacola walk winner
2770,ham,problem talk later
2771,ham,sis
2772,ham,still customer place
2773,spam,come takes little time child afraid dark become teenager wants stay night
2774,ham,dude knw also teluguthts gudk gud nyt
2775,ham,confirm eating esplanade
2776,ham,send id password
2777,ham,kind took garage centre part exhaust needs replacing part ordered n taking fixed tomo morning
2778,spam,chance win cash every wk txt action tscs wwwmovietriviatv custcare xpwk
2779,ham,well might come
2780,ham,long quit get like minutes day
2781,ham,likely called mittelschmertz google paracetamol worry go
2782,ham,well right going get check todays steam salespee text want come get
2783,ham,arrived see couple days
2784,ham,k wat tht incident
2785,ham,yeah get unlimited
2786,ham,cthen thk shd b enuff still got conclusion n contents pg n references ill b da contents pg n cover pg
2787,ham,forgot takes years shower sorry atyour phone dead yet
2788,ham,got wat buy tell us need come
2789,ham,big god bring success
2790,spam,youve bin awarded play instant cash call claim every th player wins min optout
2791,ham,r stayin extra week back next wed rugby weekend hi c soon ham
2792,ham,campus library
2793,ham,affidavit says ltgt e twiggs st division g courtroom ltgt lttimegt ill double check text tomorrow
2794,ham,creep
2796,ham,get ten billion calls texts help god
2798,ham,told returned order
2799,ham,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closed including post office
2800,ham,depends going lor
2801,ham,smile right go world wonder smiling think crazy keep away grins
2802,spam,freemsgfav xmas tonesreply real
2803,ham,lil fever fine
2804,ham,think still car
2805,ham,
2807,ham,yes princess want catch big strong hands
2808,ham,oh yeah forgot take shopping
2809,ham,mm asked call radio
2810,ham,thinkin someone good drugs
2812,ham,enjoy showers possessiveness poured loved ones bcoz world lies golden gift loved truly
2813,ham,alright sure let know leaving
2814,ham,lasting much hours might get lucky
2815,ham,genius brother pls send number skype
2816,spam,gr poly tones mobs direct rply poly title eg poly breathe titles crazyin sleepingwith finest ymca getzedcouk poboxowwq p
2817,ham,thk find wtc far weiyi goin e rest know yet r goin dinner den might b able join
2818,ham,forget owns private property good boy always passionate kiss
2819,spam,interflora late order interflora flowers christmas call place order midnight tomorrow
2820,ham,oh godtaken teethis paining
2821,spam,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine
2822,ham,ask darren go n pick lor oso sian tomorrow haf meet lect
2823,ham,need buy lunch eat maggi mee
2824,spam,congratulations thanks good friend xmas prize claim easy call p per minute btnationalrate
2826,ham,oh right ok ill make sure loads work day got really nasty cough today dry n shot really help
2828,spam,send logo lover names joined heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ads p
2830,ham,thanx sending home
2831,ham,normally hot mail see
2832,spam,tkts euro cup final cash collect call b pobox ppm
2833,ham,sick still go shopping
2834,ham,ya well fine bbdpooja full pimpleseven become quite blackand rite cold wearing sweatter
2835,ham,nicenicehow working
2836,ham,reach home call
2837,ham,trying find chinese food place around
2838,ham,easy mate guess quick drink bit ambitious
2839,ham,babe miiiiiiissssssssss need crave geeee sad without babe love
2840,ham,ok thanx
2842,ham,tunji queen wishing great day abiola
2843,ham,today iz yellow rose day love frndship give misscall amp send frndz amp see many miss calls get get missed marry lover
2844,ham,class hours sorry
2845,ham,wat time finish lect today
2846,spam,freemessage jamsterget crazy frog sound poly text mad real text mad crazy sounds gbpweek tcs apply
2848,spam,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call
2849,ham,fine good hear dear happy new year oh
2850,ham,going wipro interview today
2851,ham,tall princess
2852,ham,doubt could handle times per night case
2853,ham,haha hope hear receipt sound gd luck
2854,ham,going death going leave note says robs fault avenge
2855,ham,japanese proverb one none must indian version one let none leave finally kerala version one stop none make strike
2856,ham,today workin free oso gee thgt workin frens shop
2857,ham,life face choices toss coin becoz settle question coin air know heart hoping gudni
2859,ham,want kiss feel next
2860,ham,happy saying
2861,spam,adult content video shortly
2862,ham,ok would b lovely r sure think wot want drinkin dancin eatin cinema wot
2863,ham,saying explicitly told nora know someone probably going bother
2865,ham,smith waste dai want gayle
2866,ham,mum sent many many messages since got want know actually getting enjoy rest day
2867,ham,aight tomorrow around ltgt
2869,spam,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call
2870,ham,actually first time went bed long spoke woke night
2871,ham,see
2872,ham,understand message
2873,ham,crucify c told earlier
2874,ham,know keep saying since moved keep butting heads freedom vs responsibility tired much shit deal barely keeping together gets added
2875,ham,fuck cedar key fuck come anyway though
2876,ham,twenty past five said train durham already coz reserved seat
2877,spam,hey boys want hot xxx pics sent direct phone txt porn hrs free p per day stop text stopbcm sf wcnxx
2878,ham,still painting wall
2880,ham,printer cool mean groovy wine groovying
2881,ham,hi harishs rent transfred acnt
2882,ham,anything lor coming
2883,ham,cbe really good nowadayslot shop showroomscity shaping good
2884,ham,still attending da talks
2885,ham,probs hon doinat mo
2886,ham,k ill take care
2887,ham,take phone callon friday assume year
2888,ham,battery low babe
2889,ham,shuhui bought rons present swatch watch
2890,ham,yeah quite bit left ill swing tomorrow get
2891,ham,babe said hours almost internet
2892,ham,k ill sure get noon see
2893,ham,kkyesterday cbe
2894,ham,went ganesh dress shop
2895,spam,pdatenow double mins txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd calloptoutyhl
2896,ham,collecting laptop going configure da settings izzit
2898,ham,aight latest probably closer jay tyler two trips
2899,ham,come aftr ltdecimalgt cleaning house
2900,spam,cashbalance currently pounds maximize cashin send cash pmsg cc po box tcrw
2901,ham,bill letters im expecting one orange isnt bill may still say orange
2902,ham,tell pa pain de
2903,ham,hi darlin hope nice night wish come cannot wait see love fran ps want dirty anal sex want man gang bang
2904,ham,ha dont know either clever simple thing pears day perfect christmas
2905,ham,helloooo wake sweet morning welcomes enjoy day full joy gud mrng
2906,ham,alrite
2907,ham,must sit around wait summer days celebrate magical sight worlds dressed white oooooh let snow
2908,spam,urgent mobile number awarded prize guaranteed call land line claim valid hrs
2909,ham,guys go see movies side
2911,ham,tell thatnow thinking plus hes going stop runs
2912,ham,kindly send one flat ltdecimalgt today
2913,spam,sorry unsubscribe yet mob offer package min term weeks pls resubmit request expiry reply themob help info
2914,ham,nothing lor bit bored dun go home early sleep today
2915,ham,time tell friend around
2916,ham,yes fine love safe
2917,ham,thanks chikku gud nyt
2918,ham,xy car picking
2919,ham,thanx time weve spent geva bin mint baby want uxxxx
2920,ham,yo way could pick something tonight
2921,ham,sent send
2922,ham,fine simply sitting
2923,ham,thts gods gift birds humans hav natural gift frm god
2924,ham,coming day class
2925,ham,done studyn library
2926,ham,ok enjoy shows
2927,ham,anything
2928,ham,wuld without baby thought alone mite break dont want go crazy everyboy needs lady xxxxxxxx
2929,ham,wats dear sleeping ah
2930,ham,hi test ltgt rd
2931,ham,students solved cat question xam ltgt ltgt ltgt tell answer r brilliantthingi got answr
2932,ham,yo know anyone ltgt otherwise able buy liquor guy flaked right get hold somebody loko night
2933,ham,yup n fren lor meeting fren
2934,ham,yeah got one lined us
2935,ham,stop wondering wow ever going stop tming tm whenever want mine laughs
2936,ham,lol yep yesterday already got fireplace another icon sitting
2937,ham,hey booked pilates yoga lesson already haha
2938,ham,ok happen behave like
2939,spam,new message please call
2940,ham,supervisor find one lor thk students ask yet tell aft ask
2941,ham,hello news job making wait fifth week yeah woozles weasels exeter still home
2943,spam,currently message awaiting collection collect message call
2944,ham,hey babe sorry get sooner gary come fix thinks knows go far ptbo says cost ltgt bucks know might cheaper find someone second hand machines right let know want babe
2945,ham,make fucks sake x
2946,ham,leave always ignorant
2947,ham,nope ill b going sch fri quite early lor cos mys sis got paper da morn
2948,ham,bruce b downs amp fletcher
2949,ham,said would woke
2950,ham,hey free call
2951,ham,tell pls
2952,spam,urgent mobile awarded bonus caller prize final attempt contact call
2953,ham,think might give miss teaching til twelve lecture two damn working thing
2954,ham,id check like bowls worth left
2955,ham,yes many sweets
2956,ham,would still cozy exhausted last nightnobody went school work everything closed
2958,ham,buzzzz grins buzz ass buzz chest buzz cock keep phone vibrator feel shake
2959,ham,sir send group mail check
2960,ham,da intro covers energy trends n pros n cons brief description nuclear fusion n oso brief history iter n jet got n half pages
2961,ham,nonenowhere ikno doesdiscountshitinnit
2962,ham,know jabo abi
2963,spam,ever notice driving anyone going slower idiot everyone driving faster maniac
2964,ham,yet hadya sapna aunty manege yday hogidhechinnu full weak swalpa black agidhane
2965,ham,good baby
2967,ham,mostly sports typelyk footbl crckt
2968,ham,head dey swell oh thanks making day
2969,ham,make fb list
2971,ham,sary need tim bollox hurt lot tol
2972,ham,happy new year princess
2973,ham,ill text carlos let know hang
2974,ham,worry easy ingredients
2975,ham,love little pocy bell sorry love
2976,ham,ok omw castor
2977,ham,yar lor keep raining non stop wan go elsewhere
2978,spam,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins txt orange call mobileupd calloptoutqf
2979,ham,mean almost done done wif sleeping tot going take nap yup send liao picking ard smth lor
2981,ham,tonight yeah id
2982,ham,eat fo lunch senor
2983,ham,said right giggle saw would possibly first persondie nvq think much could
2984,ham,break time one come n get stuff fr
2985,spam,reply win weekly professional sport tiger woods play send stop end service
2986,ham,see cannot see maybe reboot ym seen buzz
2987,ham,still grinder
2988,spam,polyphonic tone mob every week txt pt st tone free get txtin tell friends ptone reply hl info
2991,ham,ki didt see youkwhere
2992,ham,list buyers
2993,ham,idea guess well work hour supposed leave since usual nobody interest figuring shit last second
2994,ham,mm entirely sure understood text hey ho weekend
2995,ham,released vday shirts put makes bottom half naked instead white underwear
2996,ham,knowhe watching film computer
2997,ham,b thursday
2998,ham,oh phone phoned disconnected
2999,ham,id onluy matters getting offcampus
3000,spam,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp
3001,ham,excellent ill see rileys plans
3004,ham,ew one
3005,ham,also hi wesley howve
3006,ham,ah see lingo let know wot earth finished making
3008,spam,updatenow mths half price orange line rental minscall mobileupd calloptoutjq
3009,ham,imagine life without see fast searching medont worry lm always disturb goodnoon
3010,ham,hm good morning headache anyone
3011,ham,yeah probs last night obviously catching speak soon
3012,spam,free unlimited hardcore porn direct mobile txt porn get free access hrs chrgdp per day txt stop exit message free
3013,ham,might go sch yar e salon v boring
3014,ham,ltgt mins stop somewhere first
3015,ham,ltgt fast approaching wish happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday happy ganesh festival happy dasara happy diwali happy christmas ltgt good mornings afternoons evenings nights rememberi first wishing theseyours raj
3016,ham,one joys lifeis waking daywith thoughts somewheresomeone cares enough tosend warm morning greeting
3017,ham,get second half message
3018,ham,wat time wan meet later
3019,ham,thank much selflessness love plenty
3020,ham,film ill call later
3021,ham,dare change ring
3022,ham,bad girl lady
3023,ham,love ya try budget money better babe gary would freak knew
3024,ham,part initiate understand
3025,ham,finished lunch already wake already
3026,ham,still game
3027,ham,got tallent wasting
3028,ham,record one night
3029,ham,also sir sent email log usc payment portal ill send another message explain things back home great weekend
3030,ham,going let know cos comes bak holiday day coming dontgettext number
3031,ham,jokin lar depends phone father get lor
3032,ham,aight let know
3033,ham,get ready ltgt inches pleasure
3035,ham,ok feel like john lennon
3036,ham,cos darren say considering mah ask
3037,ham,bothering trust answers pls
3039,ham,one day crab running sea shorethe waves came n cleared footprints crab crab asked frnd r clearing beautiful footprints waves replied fox following footprints catch cleared frndsship never let us dwn gud nyt
3040,ham,aight time want come
3041,ham,slaaaaave must summon time wish come anymore
3042,ham,bill bad
3043,ham,let know changes next hrs even appendix age range however impossible chill let know hrs
3044,ham,hello yeah got bath need hair ill come done yeah
3045,ham,weather
3046,ham,ok much though hm friday cannot wait know wot hell going another weeks become slob oh wait already done
3047,ham,die e toot fringe
3048,ham,lol know awesome phone could click delete right want
3050,ham,awesome question cute answer someone asked boy life smiled amp answered fine gudnite
3051,ham,please leave topicsorry telling
3052,ham,pls send correct name da
3053,ham,happened yo date
3055,ham,webpage available
3056,ham,woke yeesh late fall asleep til ltgt
3057,spam,unsubscribed services get tons sexy babes hunks straight phone go otbabescouk subscriptions
3058,ham,dear know ltgt th ltgt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details
3059,ham,kkfrom tomorrow onwards started ah
3060,ham,talking bout early morning almost noon
3061,ham,fine remember
3062,spam,hi babe jordan r home abroad lonely text back want chat xxsp visionsmscom text stop stopcost p
3063,ham,ok many buy
3064,ham,sounds good keep posted
3065,spam,get brand new mobile phone agent mob plus loads goodies info text mat
3066,ham,ok april cannot wait
3067,ham,boy best get yo ass quick
3068,ham,ay wana meet sat wkg sat
3069,ham,wait till bus pick
3070,ham,apart one told yesterday
3071,ham,ok lor buy wat
3072,ham,somebody go andros steal ice
3073,ham,know didt message recently
3074,ham,take us shopping mark distract isaiahd
3075,ham,mum hope great day hoping text meets well full life great day abiola
3076,ham,sense foot penis
3077,ham,okay thought expert
3078,ham,deep sigh miss really surprised gone net cafe yet get miss
3079,ham,ssi thinl role like sachinjust standing others hit
3080,ham,great trip india bring light everyone project everyone lucky see smile bye abiola
3081,ham,importantly discuss
3082,ham,kkhow training process
3083,ham,ok lor ned go toa payoh return smth wan send wat
3084,ham,da car park
3085,ham,wish holding tightly making see important much mean much need life
3086,ham,asked anthony dad bf
3087,ham,wnevr wana fal love vth books bed fals love vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb
3089,ham,going take bath ill place key window
3090,spam,lord ringsreturn king store nowreply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts
3091,ham,dear take care reaching homelove lot
3092,ham,staffsciencenusedusgphyhcmkteachingpc
3093,ham,emigrated something ok maybe bit hopeful
3094,ham,olol printed forum post guy exact prob fixed gpu replacement hopefully ignore
3095,ham,walked moms right stagwood pass right winterstone left victors hill address ltgt
3096,ham,yo jp hungry like mofo
3097,ham,creepy crazy
3098,ham,ok din get message
3100,ham,pathaya enketa maraikara pa
3101,ham,even friend priest call
3102,ham,lousy run already come back half dead hee
3103,ham,said bad dat e gals know wat
3104,ham,remind hrs
3105,ham,hoping would send message rent due enough reserves completely gone loan need hoping could balance ltgt way could get till mid march hope pay back
3106,ham,hi happy new year mean intrude pls let know much tuition paid last semester much semester thanks
3107,ham,hello hun ru way good dates guy met walkabout far meet soon everyone else
3108,ham,lol going last month cashed left ltgt case collecting week announced blog
3109,spam,good luck draw takes place th feb good luck removal send stop customer services
3110,ham,short cute good person
3111,ham,decided yet eh
3112,ham,wat time liao still got
3113,ham,yes watching footie worried going blow phil neville
3114,ham,wait inside da car park
3115,ham,uncle abbey happy new year abiola
3116,ham,free call pa
3117,ham,r saying order slippers cos pay returning
3118,ham,stop knowing well
3119,ham,good evening roger
3120,ham,small problem auctionpunj asking tiwary
3122,ham,telling tell one treat hi hi hi
3124,spam,st wk free gr tones str wk txt nokia classic nokia tones hit polys nokiap polyp
3125,ham,coming pick
3126,ham,cool liked photos sexy
3127,ham,would fuckin believe know thurs pre booked cancelled needs b sacked
3128,ham,haha better late ever way could swing
3129,ham,ok finish
3130,spam,lookatme thanks purchase video clip lookatme charged p think better send video mmsto
3131,ham,barred b q stores lifethis twat orange dungerees came asked wanted decking got first punch
3132,ham,messages food
3133,ham,ok going sleep hope meet
3135,ham,let know details fri find cos tom fri mentionned chinese thanks
3136,ham,right think
3137,ham,wat r
3138,ham,lecture
3139,spam,sexy sexy cum text wet warm ready porn fun message free recd msgs p inc vat cancel text stop
3140,ham,customer place call
3141,ham,planned yet going join company jan onlydon know happen
3142,ham,boy love grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love kano
3143,ham,haha heard text around
3144,ham,ill get tomorrow send
3145,ham,shit babe thasa bit messed upyeh
3146,ham,oh late well good night give call tomorrow iam going go sleep night night
3147,ham,cheers tex mecause werebored yeah okden hunny r uin wk satsounds likeyour havin grfun j keep updat countinlots loveme xxxxx
3148,ham,sorry meeting ill call later
3149,ham,yo howz girls never rang india l
3150,ham,yeah worse
3152,ham,tagged friends seemed count friends
3155,ham,long time remember today
3156,ham,shopping lor juz arrive
3157,ham,thank better work feel used otherwise
3158,ham,challenge know
3159,ham,much hdd casing cost
3160,ham,mystery solved opened email hes sent another batch sweetie
3161,ham,cannot describe lucky actually awake noon
3162,spam,nd time tried contact prize claim call b tcsstop sms ppm
3164,ham,cheers card time year already
3167,ham,ugh hopefully asus people randomly reformat
3168,ham,seen facebook huh lol
3169,ham,mah b ill pick tomorrow
3170,ham,still otside leu come morrow maga
3171,ham,still plumbers tape wrench could borrow
3172,spam,dear voucher holder claim weeks offer pc please go wwetlpcoukreward tscs apply
3173,ham,vl bcum difficult
3175,ham,still waitin usual come back sch oredi
3176,ham,meeting da call
3177,ham,k k watch films
3178,ham,cinema plus drink appeal tomo fr thriller director like mac
3179,ham,size elephant tablets shove um ass
3180,ham,many people seems special first sight remain special till last sight maintain till life ends take cr da
3181,ham,parents kidz friends n colleagues screaming surprise waiting sofa naked
3182,ham,know juz askin cos got card got salon called hair sense tot da one cut hair
3183,ham,good morning pookie pie lol hope wake
3184,ham,maybe woke fucking would problem
3185,ham,happy birthday youdearwith lots loverakhesh nri
3187,spam,nd time tried contact pound prize claim easy call p per min btnationalrate
3188,ham,x ltgt going get
3189,ham,hi neva worry bout da truth coz truth lead heart least unique person like deserve sleep tight morning
3190,spam,awarded city break could win summer shopping spree every wk txt store skilgmetscswinawkageperwksub
3191,ham,paper today e morn aft
3192,ham,lick every drop ready use mouth well
3193,ham,expect whenever text hope goes well tomo
3194,ham,great p diddy neighbor comes toothpaste every morning
3195,ham,av new number wil use one ta
3196,ham,poking man everyday teach canada abi saying hi
3197,ham,lor change suntec wat time coming
3198,ham,deam seeing online shop asked
3199,ham,curious cuz asked
3201,ham,okay lor wah like def let us go haha say terms conditions
3202,ham,haha yup hopefully lose kg mon hip hop go orchard weigh
3203,ham,good r working
3204,ham,oh yes little weather kind coccooning home
3205,ham,home also
3206,ham,phone weirdest auto correct
3207,ham,oops phone died even know yeah like better
3208,ham,mus ask st wat meet lunch den n meet already lor wan go ask da ge st confirm w soon possible
3209,ham,said mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife
3210,ham,oh yeah hav great time newquaysend postcard look girls goneu know talkin boutxx
3211,ham,got divorce lol
3212,ham,pin
3213,ham,babe got enough money pick bread milk ill give back get home
3214,ham,want snow freezing windy
3215,spam,urgent trying contact todays draw shows prize guaranteed call land line claim valid hrs
3216,ham,come mahal bus stop ltdecimalgt
3217,ham,knowthis week going tirunelvai da
3218,ham,baby promise treat well bet take good care
3219,ham,like hotel dusk game think solve puzzles area thing
3220,spam,thanks ringtone order reference number x mobile charged tone arrive please call customer services
3221,ham,hi love goes day fuck morning woke dropped cell way stairs seems alright phews miss
3222,ham,well must pain catch
3223,ham,sorry da thangamits mistake
3224,ham,need coz never go
3225,ham,rose red red blood blood heart heart send friends including like get back r poor relation need support r frnd many luvs praying god marry try
3228,spam,cashbalance currently pounds maximize cashin send collect pmsg cc po box tcrw
3229,ham,feel like dick keep sleeping texts facebook messages sup town
3230,ham,plm come da way
3231,ham,guess wants alone time could show watch
3232,ham,height recycling read twice people spend time earning money money spent spending time good morning keep smiling
3233,ham,yup comin
3234,ham,yes princess toledo
3235,ham,aight text back mu ill swing need somebody get door
3236,ham,ron say fri leh n said ding tai feng cannot make reservations said wait lor
3237,ham,good swimsuit allowed
3238,ham,okay soon best
3239,ham,cute thought friendship necessary share every secret close frnd
3240,ham,ok sent da latest version da project
3242,ham,pls accept one day begging change number
3243,ham,squeeeeeze christmas hug lik frndshp den hug back get r cute r luvd r lucky none people hate
3244,ham,ok anybody asks tel themp
3245,ham,funny fact nobody teaches volcanoes erupt tsunamis arise hurricanes sway aroundn teaches hw choose wife natural disasters happens
3246,ham,going ring weekend wot
3247,ham,also track lighters find
3249,ham,babe need advice
3250,ham,ill leave around four ok
3251,ham,come medical college pm forward da
3252,ham,kkits goodwhen going
3253,ham,make lasagna vodka
3254,ham,hi kate give ring soon possible xxx
3255,ham,people tour thought sofa thing sent curious sugar
3256,ham,told going got drunk
3257,ham,fucking chickened messaged would late woould buzz hear word
3258,spam,congratulations thanks good friend xmas prize claim easy call p per minute btnationalrate
3259,ham,always looking excuse city
3260,ham,yup still coffee wif frens fren drove give lift
3261,ham,shore takin bus
3262,ham,going get deus ex
3263,ham,send email mind ltgt times per night
3264,spam,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
3265,ham,tap spile seven pub gas st broad st canal ok
3266,ham,ok come n pick engin
3267,ham,never wanted tell short onedge late
3268,ham,raviyog peripherals bhayandar east
3269,ham,k actually guys meet sunoco howard right way
3271,ham,moon come color dreams stars make musical sms give warm peaceful sleep good night
3272,ham,finished eating got plate leftovers time
3273,ham,thanx lot
3274,ham,hurry home big butt hang last caller food done starving ask cooked
3275,ham,lol right diet everyday cheat anyway meant fatty
3276,ham,great day beautiful one
3277,ham,happened interview
3279,ham,badrith chennaii surely pick usno competition
3280,ham,tot group mate lucky reply wat time need leave
3281,ham,hey around got enough half ten owe
3282,ham,hey tomorrow maybe meet yck
3283,ham,alrite sam nic checkin numberso ittb
3284,ham,making easy pay back ltgt yrs say pay back earlier get
3285,ham,worry sure get
3286,ham,gas station like block away house drive right since armenia ends swann take howard
3287,spam,someone know asked dating service contact cannot guess call revealed pobox lshb p
3288,spam,camera awarded sipix digital camera call fromm landline delivery within days
3289,ham,tuition hm go one mind
3290,ham,smoking people use wylie smokes much justify ruining shit
3291,ham,dear good morning feeling dear
3292,ham,little meds say take every hours pain back took another hope die
3293,ham,beautiful tomorrow never comes comes already today hunt beautiful tomorrow waste wonderful today goodmorning
3294,ham,know lei decide lor leona oops tot ben going n message
3295,ham,hi moved pub would great c cud come
3296,spam,todays voda numbers ending selected receive award hava match please call quoting claim code standard rates app
3297,spam,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp
3299,ham,ever easier
3300,spam,rct thnq adrian text rgds vatian
3301,ham,stop calling everyone saying might cancer throat hurts talk cannot answering everyone calls get one call babysitting monday
3302,ham,tough ill
3303,ham,gonnamissu muchi would say il send postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract love yaxx
3304,ham,ee message na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra ltgt true neglet
3305,ham,hi darlin finish pick meet text back number love kate xxx
3306,ham,set place heart mind mind easily forgets heart always remember wish happy valentines day
3307,ham,surprised still guess right lor
3308,ham,okie wan meet bishan cos bishan driving today
3310,ham,hi darlin work get trouble ijust talked mum morning really good time last night goin soon call
3311,ham,know serving mean
3312,ham,huh hyde park mel ah opps got confused anyway tts e best choice den juz take
3313,ham,oh gei happend tron maybe ill dl
3315,ham,know girls always safe selfish know got pa thank good night
3316,ham,worries hope photo shoot went well spiffing fun workage
3317,ham,freezing craving ice fml
3318,ham,kay since already
3319,ham,eh sorry leh din c message sad already lar watching tv still office
3320,ham,yo right yo work
3321,ham,ok darlin supose ok worry muchi film stuff mate babysit call therexx
3323,ham,wake since checked stuff saw true available spaces pls call embassy send mail
3324,ham,nope juz work
3325,ham,huh fast dat means finished painting
3326,ham,number live
3327,ham,put party days week study lightly think need draw custom checkboxes know hardcore
3328,ham,sac score big hundredhe set batsman
3329,ham,send yettys number pls
3330,ham,much cost approx per month
3331,ham,ok theory test going book think may coz thought want go jiayin free
3332,spam,contacted dating service someone know find call land line poboxwtgp
3333,ham,fine give call knows wants questions
3334,ham,sorry got late start way
3335,ham,go back urself lor
3336,ham,gas station go
3337,ham,k bored come home
